"age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","capital.gain","capital.loss","hours.per.week","native.country","income"
46,"Local-gov",114160,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,45,"United-States",">50K"
44,"Private",325461,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
39,"Federal-gov",30916,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
46,"Self-emp-not-inc",131091,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
48,"Private",276664,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
27,"Private",160786,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
22,"Federal-gov",32950,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,37,"United-States","<=50K"
51,"Federal-gov",163671,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States","<=50K"
48,"State-gov",31141,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,40,"United-States",">50K"
52,"Private",144361,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
31,"Self-emp-not-inc",182177,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
53,"Private",95469,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,40,"United-States",">50K"
51,"Private",22211,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,60,"United-States",">50K"
46,"Local-gov",398986,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,52,"United-States",">50K"
25,"Private",253267,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,1902,36,"United-States",">50K"
46,"Private",403911,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1902,40,"United-States",">50K"
57,"Self-emp-inc",199768,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,30,"United-States",">50K"
44,"Private",151089,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
42,"Private",344624,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,50,"United-States",">50K"
42,"Private",172297,"Masters",14,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,40,"United-States",">50K"
30,"Private",159187,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,55,"United-States",">50K"
54,"State-gov",103179,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
46,"Self-emp-not-inc",168195,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States",">50K"
33,"Private",154981,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,50,"United-States",">50K"
38,"Private",159179,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
50,"Private",168212,"Masters",14,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,45,"United-States",">50K"
46,"Private",155659,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
41,"Self-emp-not-inc",186909,"Masters",14,"Married-civ-spouse","Sales","Wife","White","Female",0,1902,35,"United-States",">50K"
56,"Private",193453,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,65,"United-States",">50K"
39,"Private",284166,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
46,"Self-emp-not-inc",353012,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
48,"Local-gov",273402,"7th-8th",4,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States","<=50K"
35,"Private",161637,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,40,"Taiwan",">50K"
56,"Private",189975,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,60,"United-States",">50K"
49,"Self-emp-inc",213140,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
61,"State-gov",186451,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
43,"Private",113324,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
37,"Private",193855,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,50,"United-States","<=50K"
43,"Private",196545,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1902,40,"United-States",">50K"
41,"Private",37869,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
61,"?",202106,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,1902,40,"United-States",">50K"
30,"Private",167309,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,40,"United-States",">50K"
58,"Private",100313,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,40,"United-States",">50K"
40,"Private",146908,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"State-gov",193524,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
40,"Private",153238,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,32,"United-States",">50K"
58,"Private",225394,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States","<=50K"
48,"Self-emp-not-inc",353012,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
49,"Private",165953,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1902,40,"United-States","<=50K"
50,"Private",134766,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
43,"Private",125461,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,55,"United-States",">50K"
53,"Private",48343,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,40,"United-States",">50K"
42,"Private",146659,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,50,"United-States",">50K"
56,"Self-emp-inc",208809,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"Private",35910,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,56,"United-States",">50K"
29,"Private",46442,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1902,50,"United-States",">50K"
35,"Private",139364,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
44,"Private",277647,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
34,"Federal-gov",190228,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1902,48,"United-States",">50K"
42,"Private",198341,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,1902,55,"India",">50K"
43,"Private",110970,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
57,"Private",64960,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,45,"United-States","<=50K"
50,"?",204577,"Bachelors",13,"Married-civ-spouse","?","Husband","Black","Male",0,1902,60,"United-States",">50K"
45,"Private",47314,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"?",">50K"
32,"Private",108116,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"United-States",">50K"
33,"Private",59083,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1902,45,"United-States",">50K"
43,"Self-emp-not-inc",101534,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,15,"United-States",">50K"
32,"Private",156464,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,50,"United-States",">50K"
36,"Private",531055,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,48,"United-States",">50K"
50,"Self-emp-not-inc",371305,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,60,"United-States",">50K"
27,"Private",141545,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1902,45,"United-States","<=50K"
60,"Private",162347,"Prof-school",15,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
53,"Private",110977,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,50,"United-States",">50K"
61,"State-gov",379885,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",">50K"
32,"Private",194740,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
52,"Self-emp-inc",230767,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,60,"Cuba",">50K"
37,"Private",298539,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,55,"United-States",">50K"
33,"Private",51471,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1902,40,"United-States",">50K"
57,"Self-emp-not-inc",413373,"Doctorate",16,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,40,"United-States",">50K"
43,"Private",266324,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,99,"United-States",">50K"
50,"Private",102615,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1902,40,"United-States",">50K"
43,"Private",254146,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,40,"United-States",">50K"
45,"Private",265097,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,1902,40,"United-States",">50K"
37,"Self-emp-not-inc",162834,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1902,45,"United-States",">50K"
31,"Private",183801,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,43,"United-States",">50K"
33,"Private",191335,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1902,50,"United-States",">50K"
56,"Self-emp-not-inc",335605,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,1887,50,"Canada",">50K"
43,"Private",187728,"Some-college",10,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,50,"United-States",">50K"
28,"?",123147,"Some-college",10,"Married-civ-spouse","?","Wife","White","Female",0,1887,40,"United-States",">50K"
52,"Private",25826,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,47,"United-States",">50K"
38,"Private",189623,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
40,"Local-gov",289403,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","Black","Male",0,1887,40,"?",">50K"
57,"Private",173796,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
41,"Private",122381,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,50,"United-States",">50K"
37,"Private",171150,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"Private",213821,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Private",146659,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,35,"United-States",">50K"
39,"Private",77146,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
53,"Federal-gov",173093,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","Asian-Pac-Islander","Female",0,1887,40,"Philippines",">50K"
51,"Private",191659,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,65,"United-States",">50K"
38,"Private",278924,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
43,"Local-gov",96102,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K"
33,"Self-emp-inc",117963,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,60,"United-States",">50K"
43,"Private",293305,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
35,"Private",152909,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
41,"Private",221947,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
45,"Private",120131,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
59,"Private",168569,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
30,"Local-gov",226443,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,45,"United-States",">50K"
32,"State-gov",182556,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,45,"United-States",">50K"
39,"Federal-gov",99146,"Bachelors",13,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,60,"United-States",">50K"
43,"Self-emp-not-inc",396758,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,70,"United-States",">50K"
32,"Private",116539,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,55,"United-States",">50K"
39,"Local-gov",177907,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K"
37,"Local-gov",218184,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
34,"Private",182274,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,1887,40,"United-States",">50K"
46,"Private",114032,"Some-college",10,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,45,"United-States",">50K"
51,"Local-gov",146325,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
29,"Private",81648,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
34,"Private",195136,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,40,"United-States",">50K"
50,"Private",285200,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,35,"United-States",">50K"
34,"Private",207668,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1887,40,"United-States",">50K"
58,"Private",222247,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
56,"Self-emp-not-inc",162130,"5th-6th",3,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,67,"United-States",">50K"
34,"Self-emp-not-inc",234960,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","Black","Male",0,1887,48,"United-States",">50K"
36,"Local-gov",410034,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
46,"Private",54985,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
35,"Private",200117,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Asian-Pac-Islander","Male",0,1887,50,"?",">50K"
50,"Self-emp-not-inc",312477,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
27,"Self-emp-inc",120126,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
32,"Private",185027,"Assoc-acdm",12,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"Ireland",">50K"
44,"Self-emp-inc",151089,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,70,"United-States",">50K"
39,"Private",355468,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,46,"United-States",">50K"
33,"Private",34748,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1887,20,"United-States",">50K"
59,"Federal-gov",117299,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
59,"Private",530099,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,55,"United-States",">50K"
51,"State-gov",155594,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
37,"Private",167735,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
57,"Private",169329,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","Black","Male",0,1887,40,"Trinadad&Tobago",">50K"
25,"Private",203871,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,40,"United-States",">50K"
54,"Private",163671,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,65,"United-States",">50K"
47,"Local-gov",162187,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
52,"State-gov",254285,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,70,"Germany",">50K"
40,"Private",104196,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
27,"Private",31659,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,60,"United-States",">50K"
31,"Private",467579,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1887,40,"United-States",">50K"
41,"Self-emp-inc",223671,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
41,"Private",174575,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,45,"United-States",">50K"
50,"Private",150876,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","Black","Male",0,1887,55,"United-States",">50K"
36,"Private",99146,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
27,"Private",169117,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,1887,40,"United-States",">50K"
46,"Private",190115,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
61,"Self-emp-not-inc",215591,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Local-gov",132879,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
47,"Private",168232,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,45,"United-States",">50K"
45,"Private",168262,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
55,"State-gov",153451,"HS-grad",9,"Married-civ-spouse","Tech-support","Wife","White","Female",0,1887,40,"United-States",">50K"
38,"Self-emp-not-inc",43712,"11th",7,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,45,"United-States",">50K"
57,"Private",314153,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
38,"Self-emp-not-inc",122493,"10th",6,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
28,"Private",51461,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1887,40,"United-States",">50K"
40,"Private",187802,"Some-college",10,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Private",174938,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
36,"Private",180667,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,60,"United-States",">50K"
30,"Self-emp-not-inc",146161,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
35,"Private",401930,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",0,1887,42,"United-States",">50K"
32,"Self-emp-not-inc",410615,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,60,"United-States",">50K"
55,"Private",193130,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,1887,40,"United-States",">50K"
29,"Private",383745,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,30,"United-States",">50K"
37,"Self-emp-inc",183800,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Private",86459,"Assoc-voc",11,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"?",212206,"Masters",14,"Married-civ-spouse","?","Wife","White","Female",0,1887,48,"United-States",">50K"
40,"State-gov",174283,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
26,"Private",164488,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Private",151089,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,60,"United-States",">50K"
47,"Private",284871,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
35,"Private",185556,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
58,"Private",34788,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
41,"Self-emp-inc",125831,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,55,"United-States",">50K"
41,"Private",194360,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
38,"Local-gov",286405,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
47,"Self-emp-not-inc",122307,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
39,"Private",176296,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,1887,40,"United-States",">50K"
42,"Private",173704,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,50,"United-States",">50K"
42,"Private",212894,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,40,"United-States",">50K"
37,"Private",292855,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,35,"United-States",">50K"
41,"Private",214242,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
51,"Private",110747,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
50,"Private",128143,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,50,"United-States",">50K"
43,"Private",184321,"10th",6,"Married-civ-spouse","Machine-op-inspct","Husband","Black","Male",0,1887,40,"United-States",">50K"
28,"Private",141957,"Assoc-acdm",12,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,70,"United-States",">50K"
35,"Self-emp-inc",111319,"Assoc-acdm",12,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,45,"United-States",">50K"
59,"Private",100313,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
28,"Private",138692,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
42,"Self-emp-not-inc",185129,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
51,"Private",162238,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,47,"United-States",">50K"
54,"Private",215990,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,44,"United-States",">50K"
45,"Private",102771,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,40,"United-States",">50K"
38,"Local-gov",172855,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","Black","Female",0,1887,40,"United-States",">50K"
46,"Federal-gov",344415,"Masters",14,"Married-civ-spouse","Armed-Forces","Husband","White","Male",0,1887,40,"United-States",">50K"
33,"Local-gov",182971,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Private",272944,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
36,"Local-gov",52532,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
61,"Federal-gov",229062,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,1887,40,"United-States",">50K"
30,"Self-emp-inc",127651,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,48,"United-States",">50K"
50,"Private",213290,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,1887,36,"United-States",">50K"
58,"Private",314092,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,48,"United-States",">50K"
43,"Private",266439,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,1887,40,"United-States",">50K"
40,"Private",119101,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,68,"United-States",">50K"
55,"Federal-gov",238192,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,1887,40,"United-States",">50K"
52,"Private",159755,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
44,"Self-emp-not-inc",343190,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1887,55,"United-States",">50K"
39,"Federal-gov",376455,"Prof-school",15,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,50,"United-States",">50K"
45,"Private",126889,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,1887,60,"United-States",">50K"
42,"Self-emp-not-inc",351161,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1887,40,"United-States",">50K"
29,"Private",228860,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,50,"United-States",">50K"
46,"Private",102318,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,1887,40,"United-States",">50K"
55,"Private",110748,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,40,"United-States",">50K"
